iter	Logloss
140	0.1981988662
141	0.1980778754
142	0.1979120185
143	0.1976135188
144	0.1974448597
145	0.1972743054
146	0.1972087597
147	0.1969785821
148	0.1968356489
149	0.1966588482
150	0.1964818094
151	0.1964092097
152	0.1962605291
153	0.1961476895
154	0.1959621488
155	0.1957976568
156	0.1955846335
157	0.1954658811
158	0.1952715952
159	0.1950162029
160	0.1947598267
161	0.1945999134
162	0.1944010258
163	0.1942606887
164	0.1941210439
165	0.1939170931
166	0.1936744993
167	0.193498355
168	0.193384515
169	0.1931602503
170	0.1930642534
171	0.1929334467
172	0.1928052088
173	0.1925486051
174	0.1924156283
175	0.192282178
176	0.1922142765
177	0.1921046548
178	0.1919763311
179	0.1919084199
180	0.1918124538
181	0.1917241014
182	0.1915439672
183	0.1914436196
184	0.1912431602
185	0.1912038981
186	0.1911405159
187	0.1909034224
188	0.1908354857
189	0.1906582216
190	0.1905289339
191	0.190428806
192	0.1903033751
193	0.1901835898
194	0.1900607036
195	0.1900172852
196	0.1899282636
197	0.1898549287
198	0.1897532837
199	0.1896089392
200	0.1894518298
201	0.1892800299
202	0.1891289955
203	0.1890287171
204	0.1888481654
205	0.1888055938
206	0.1886489438
207	0.1884658401
208	0.1882915015
209	0.1881317068
210	0.1879879207
211	0.1879080753
212	0.1877453589
213	0.1876534825
214	0.1875641877
215	0.1874674414
216	0.1873723344
217	0.1872815592
218	0.1871482891
219	0.1870661677
220	0.1869781744
221	0.1867000181
222	0.186567719
223	0.1863801599
224	0.1862222606
225	0.1860938608
226	0.1860428461
227	0.1858618836
228	0.1856658662
229	0.1853497966
230	0.1851992202
231	0.1850560635
232	0.1849246782
233	0.1847938475
234	0.1847079126
235	0.1844645938
236	0.1843415796
237	0.184239053
238	0.1840841982
239	0.1839475235
240	0.1837999061
241	0.1836863531
242	0.1835610993
243	0.1834729686
244	0.1833840736
245	0.1832827399
246	0.1832216268
247	0.1831297755
248	0.182947062
249	0.1828296858
250	0.1827193478
251	0.1825896392
252	0.1824849829
253	0.1823648301
254	0.1822321384
255	0.1821601019
256	0.1820656667
257	0.1819976493
258	0.1819092155
259	0.1818503839
260	0.1817527908
261	0.1814392659
262	0.181337955
263	0.1811840717
264	0.1811167821
265	0.1810002341
266	0.1808737812
267	0.1807624636
268	0.1806802386
269	0.1805548327
270	0.1804713234
271	0.1803775243
272	0.1803346505
273	0.1802607225
274	0.1801279052
275	0.1800143798
276	0.1798959367
277	0.1798023834
278	0.1797142919
279	0.1796081799
280	0.1794950992
281	0.1794493787
282	0.1793152166
283	0.1792920976
284	0.1792082886
285	0.1791118507
286	0.1790235545
287	0.1788959098
288	0.1788285676
289	0.1787429991
290	0.17862962
291	0.1785172153
292	0.1783790361
293	0.1782692134
294	0.178168233
295	0.1780681097
296	0.1779968512
297	0.1779260811
298	0.1778138547
299	0.177724542
300	0.177594461
301	0.1774949482
302	0.1773920713
303	0.1773069306
304	0.1772091707
305	0.1771396128
306	0.1770448955
307	0.1769454386
308	0.1768760449
309	0.1768019847
310	0.1766958978
311	0.1765944176
312	0.1763502693
313	0.17631225
314	0.1761861195
315	0.176110625
316	0.1760296346
317	0.1759342142
318	0.1758086091
319	0.175710055
320	0.1756196517
321	0.1755157684
322	0.1754464539
323	0.1753708266
324	0.175264063
325	0.1751655716
326	0.1750852446
327	0.1748957613
328	0.1748206342
329	0.1747066253
330	0.1745813706
331	0.1744791246
332	0.1743943955
333	0.1743082207
334	0.1742202279
335	0.1741464672
336	0.1740713669
337	0.1739149754
338	0.1738498395
339	0.1737612494
340	0.1736540449
341	0.1736201066
342	0.1735592682
343	0.1734650958
344	0.173374732
345	0.1732841519
346	0.1731889223
347	0.1730798441
348	0.1730195121
349	0.1729171877
350	0.1728274728
351	0.1727517395
352	0.1726765596
353	0.1725845706
354	0.1724931363
355	0.1723827219
356	0.1723156568
357	0.1722309088
358	0.1721275868
359	0.1720219844
360	0.1719270895
361	0.1718580537
362	0.1717872559
363	0.1716966408
364	0.1715310486
365	0.171438501
366	0.1713524459
367	0.1712994705
368	0.1712249798
369	0.1711149221
370	0.1710275906
371	0.1709535759
372	0.170859258
373	0.1707584947
374	0.170667163
375	0.1705847421
376	0.1705040901
377	0.1704238363
378	0.1702922722
379	0.17019981
380	0.1700827264
381	0.1700160208
382	0.1699072321
383	0.169838206
384	0.1697875757
385	0.1696393893
386	0.1695414906
387	0.1694769717
388	0.1694035879
389	0.169310604
390	0.1692413667
391	0.1691549973
392	0.1690730212
393	0.1690045265
394	0.1689426931
395	0.1688757684
396	0.1687947338
397	0.1687167491
398	0.1686428423
399	0.1685767953
400	0.1685121341
401	0.1684202435
402	0.1683531844
403	0.1682749499
404	0.1682032443
405	0.1681037864
406	0.1680442319
407	0.1679722117
408	0.1678587747
409	0.1677851155
410	0.1676955883
411	0.1676093553
412	0.1675076987
413	0.1674517917
414	0.167352119
415	0.1672853285
416	0.1671678403
417	0.1670950409
418	0.1670132407
419	0.1669274451
420	0.1668765548
421	0.1668184069
422	0.1667485144
423	0.166705388
424	0.1666479727
425	0.1665746342
426	0.1665187962
427	0.1664226002
428	0.1663113288
429	0.1662467951
430	0.1661757434
431	0.1660917684
432	0.1660381603
433	0.1659564979
434	0.1658863109
435	0.1658187665
436	0.1657449567
437	0.1656326544
438	0.1655728321
439	0.165496775
440	0.1653895542
441	0.1653285194
442	0.1652409951
443	0.1651578455
444	0.165109194
445	0.1650437139
446	0.1649764114
447	0.1648642444
448	0.164775811
449	0.1647108462
450	0.1646218251
451	0.1645608438
452	0.1644974332
453	0.1643942537
454	0.1643227432
455	0.1642827196
456	0.1641845525
457	0.1641023825
458	0.164006752
459	0.163942722
460	0.1638644543
461	0.1638020634
462	0.1637051667
463	0.1636111192
464	0.1635315542
465	0.1634316112
466	0.1633590002
467	0.1632955394
468	0.1632062938
469	0.1631197506
470	0.1630579195
471	0.1629932041
472	0.162922818
473	0.162870427
474	0.1628113826
475	0.1627227703
476	0.1626682493
477	0.1625800078
478	0.1625120102
479	0.1624431564
480	0.1623880563
481	0.162352281
482	0.1622234491
483	0.1621671366
484	0.1620850526
485	0.1619688447
486	0.1619080278
487	0.1618436464
488	0.1617831184
489	0.161729899
490	0.1616529893
491	0.1615639241
492	0.1615516002
493	0.1614992182
494	0.1614443687
495	0.1613703142
496	0.1613232183
497	0.1612438651
498	0.1611584857
499	0.161081658
500	0.1610120581
501	0.1609555592
502	0.1608982565
503	0.1608420016
504	0.1607682751
505	0.1607044431
506	0.1606350589
507	0.1605519988
508	0.160478441
509	0.1603725964
510	0.1602958598
511	0.1602225346
512	0.1601530956
513	0.1600732498
514	0.1600017713
515	0.1599973115
516	0.1599457977
517	0.1598782611
518	0.159842056
519	0.1597698965
520	0.1596888495
521	0.159622339
522	0.159582193
523	0.1595581472
524	0.1594954902
525	0.1594196757
526	0.159350885
527	0.1592822309
528	0.159202694
529	0.1591212801
530	0.1590012038
531	0.1589260386
532	0.1588631096
533	0.1587991309
534	0.1587299805
535	0.1586693112
536	0.1586156192
537	0.1585336097
538	0.1584748388
539	0.158413951
540	0.1583644609
541	0.1583100931
542	0.158209474
543	0.158141973
544	0.1580931869
545	0.1580357768
546	0.1579798129
547	0.1579232617
548	0.1578284047
549	0.1577752737
550	0.15772316
551	0.1577191347
552	0.1576568917
553	0.1575985018
554	0.1575026661
555	0.1574644126
556	0.157418298
557	0.1573462026
558	0.1572797578
559	0.1572266311
560	0.1571423106
561	0.1570995743
562	0.1570361381
563	0.1570276477
564	0.1569312939
565	0.156875018
566	0.1567857099
567	0.1567134167
568	0.1567096408
569	0.156653664
570	0.1565813189
571	0.1564985091
572	0.1564375234
573	0.1563602857
574	0.156313582
575	0.1563100508
576	0.1562399508
577	0.1562241311
578	0.1561636767
579	0.1561050859
580	0.1560495076
581	0.1559860934
582	0.1559342976
583	0.1559002689
584	0.1558521498
585	0.1557549664
586	0.1556798086
587	0.1556233587
588	0.1555665563
589	0.1555002833
590	0.155439174
591	0.1553818081
592	0.1553503966
593	0.1553050499
594	0.1552529716
595	0.1552183943
596	0.1551440083
597	0.1550906303
598	0.1550344494
599	0.1549670335
600	0.1549409443
601	0.1548901411
602	0.1548871545
603	0.1548271584
604	0.1547555104
605	0.1546885229
606	0.1546036296
607	0.1545485486
608	0.1544872355
609	0.1544457274
610	0.1543801919
611	0.1543022581
612	0.1542249335
613	0.1541626957
614	0.1541193307
615	0.1540459249
616	0.1539803292
617	0.1539722589
618	0.1539015196
619	0.1538534699
620	0.153803049
621	0.1537611167
622	0.1537268928
623	0.1536509997
624	0.1535860819
625	0.153512078
626	0.1534070214
627	0.1533838678
628	0.1533188205
629	0.1532636839
630	0.1532126859
631	0.1531626301
632	0.1531212535
633	0.1530899681
634	0.1530719204
635	0.1530458229
636	0.1529849981
637	0.1529385867
638	0.1528891527
639	0.1528341527
640	0.1528050036
641	0.152756309
642	0.152703239
643	0.1526400254
644	0.1525657556
645	0.1525234199
646	0.1524698061
647	0.1524390115
648	0.1524000174
649	0.1523599899
650	0.1522873614
651	0.1522378923
652	0.1521679902
653	0.1521147293
654	0.1520632632
655	0.1519992163
656	0.1519470663
657	0.1519045553
658	0.1518690393
659	0.1518212157
660	0.1517604744
661	0.1517261265
662	0.1516674988
663	0.1515903595
664	0.1515047677
665	0.1514569253
666	0.1514069897
667	0.1513648695
668	0.1512711796
669	0.1512224989
670	0.1511421784
671	0.1510873654
672	0.1510071604
673	0.150962289
674	0.1509092148
675	0.150906568
676	0.1508787547
677	0.1508353681
678	0.1507727427
679	0.1507239756
680	0.1506911106
681	0.1506055722
682	0.1505510627
683	0.1504840172
684	0.1504349138
685	0.1503634973
686	0.1502954643
687	0.1502504243
688	0.1501801148
689	0.1501243987
690	0.1500560391
691	0.1500014834
692	0.1499493364
693	0.1498822585
694	0.1498114578
695	0.1497718718
696	0.1497387568
697	0.1497166918
698	0.1496667969
699	0.1496052264
700	0.1495560072
701	0.1494886411
702	0.1494467611
703	0.1494097399
704	0.1493870405
705	0.1493335925
706	0.1492863577
707	0.149189003
708	0.149161544
709	0.1491151201
710	0.149056626
711	0.1489846209
712	0.1489273013
713	0.1488384346
714	0.1487637546
715	0.1486957721
716	0.1486493289
717	0.1486278826
718	0.1486061345
719	0.1485746066
720	0.1485201339
721	0.1484708176
722	0.1484367744
723	0.1483722547
724	0.1483237652
725	0.1482698539
726	0.1482279137
727	0.1481666989
728	0.1481215528
729	0.1480830113
730	0.1480114231
731	0.1479802177
732	0.1479190492
733	0.1478752444
734	0.1478310637
735	0.1477697157
736	0.1477206642
737	0.1476708403
738	0.1476279835
739	0.1476097446
740	0.1475370531
741	0.1474887072
742	0.1474429374
743	0.14738961
744	0.1473612558
745	0.1473345205
746	0.1473004988
747	0.1472388512
748	0.1471634997
749	0.1471209118
750	0.1470888079
751	0.1470145611
752	0.1469767109
753	0.146892931
754	0.1468563436
755	0.1468462863
756	0.1468051561
757	0.1467791604
758	0.1467581137
759	0.1466973056
760	0.1466657268
761	0.1466097265
762	0.1465136376
763	0.1464823768
764	0.1464430897
765	0.1463914678
766	0.1463451617
767	0.1462838324
768	0.1462601843
769	0.1462304577
770	0.1461745194
771	0.1461306704
772	0.1461019543
773	0.1460571365
774	0.1460229395
775	0.1459548319
776	0.1459130242
777	0.1458598793
778	0.1458105655
779	0.145757691
780	0.1457135922
781	0.1456627379
782	0.1456200888
783	0.1455570428
784	0.1455079811
785	0.1454902956
786	0.1454676616
787	0.1454046756
788	0.1453635085
789	0.1453141504
790	0.1452814009
791	0.1452305875
792	0.1451926301
793	0.1451514875
794	0.1450898996
795	0.1450468662
796	0.1450147052
797	0.1449736146
798	0.1449354456
799	0.1449007998
800	0.1448632889
801	0.1447761829
802	0.1447157184
803	0.1446665716
804	0.1446244291
805	0.1446039226
806	0.144585702
807	0.1445303483
808	0.1444626179
809	0.1444481469
810	0.1444088203
811	0.1443623509
812	0.1443029238
813	0.1442642296
814	0.1442243848
815	0.1441694645
816	0.144116005
817	0.144070024
818	0.1440168777
819	0.1439726501
820	0.1439284727
821	0.1438711371
822	0.1438228592
823	0.1437468362
824	0.1437133761
825	0.1436588786
826	0.1436052779
827	0.14360415
828	0.1435606341
829	0.1434917616
830	0.1434262494
831	0.143388402
832	0.143365645
833	0.1433097988
834	0.1432423881
835	0.1432030816
836	0.1431739624
837	0.1431328705
838	0.1430885091
839	0.143054099
840	0.1430189542
841	0.1429542924
842	0.1429067955
843	0.1428713637
844	0.1428115035
845	0.1427521362
846	0.1427144147
847	0.1426855899
848	0.142624692
849	0.1426144738
850	0.1425577998
851	0.1425155364
852	0.1424548787
853	0.1424256794
854	0.1423841371
855	0.1423340825
856	0.1422899725
857	0.1422474093
858	0.1421803673
859	0.142155479
860	0.1420887098
861	0.1420787164
862	0.1420378091
863	0.1420273868
864	0.1419974191
865	0.1419545556
866	0.1419056249
867	0.1418798959
868	0.1418351132
869	0.1417764541
870	0.1417675997
871	0.1417006762
872	0.1416131015
873	0.1415568535
874	0.1415045005
875	0.1414518875
876	0.1414117714
877	0.1413832998
878	0.1412890205
879	0.141219682
880	0.1411573247
881	0.14111281
882	0.1410585466
883	0.1410078903
884	0.1409808711
885	0.1409356662
886	0.1408821445
887	0.1408401731
888	0.1408011199
889	0.1407597957
890	0.1407036392
891	0.1406447371
892	0.1405776817
893	0.140547676
894	0.1404918119
895	0.140456897
